species,pathway_id,pathway_name,gene_names,ncbi_id,uniprot_id,ko_number,ec_number
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
","fructose-bisphosphate aldolase 1, chloroplastic",100798677,,KO:K01623,EC:4.1.2.13
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
",uncharacterized protein LOC100795446,100795446,,KO:K01623,EC:4.1.2.13
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
",putative fructose-bisphosphate aldolase 2,100775844,,KO:K01623,EC:4.1.2.13
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
","fructose-bisphosphate aldolase 3, chloroplastic",100802732,,KO:K01623,EC:4.1.2.13
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
",FBA|fructose-bisphosphate aldolase,547751,,KO:K01623,EC:4.1.2.13
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
","fructose-bisphosphate aldolase, cytoplasmic isozyme 1",100792394,,KO:K01623,EC:4.1.2.13
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
","fructose-bisphosphate aldolase 6, cytosolic",100815070,,KO:K01623,EC:4.1.2.13
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
",putative fructose-bisphosphate aldolase,100783089,,KO:K01623,EC:4.1.2.13
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
",putative triosephosphate isomerase,100796274,,KO:K01803,EC:5.3.1.1
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
",uncharacterized protein LOC100799358,100799358,,KO:K01803,EC:5.3.1.1
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
",uncharacterized protein LOC100798459,100798459,,KO:K01803,EC:5.3.1.1
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
","triosephosphate isomerase, chloroplastic",100819824,,KO:K01803,EC:5.3.1.1
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
",triosephosphate isomerase,547761,,KO:K01803,EC:5.3.1.1
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
","triosephosphate isomerase, chloroplastic",100812398,,KO:K01803,EC:5.3.1.1
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
","putative 3,4-dihydroxy-2-butanone kinase  [EC:4.6.1.15 2.7.1.29 2.7.1.28]",100801639,,KO:K00863,
gmx,ko00051,"path:gmx00051	Fructose and mannose metabolism - Glycine max (soybean)
","DHBK|putative 3,4-dihydroxy-2-butanone kinase  [EC:4.6.1.15 2.7.1.29 2.7.1.28]",547519,,KO:K00863,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",probable hexokinase-like 2 protein isoform X1,101249034,,KO:K00844,EC:2.7.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",hexokinase-3-like,101256649,,KO:K00844,EC:2.7.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",hxk1|hexokinase,543779,,KO:K00844,EC:2.7.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",Hxk2|hexokinase,543638,,KO:K00844,EC:2.7.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",HXK3|hexokinase,778210,,KO:K00844,EC:2.7.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",HXK4|plastidic hexokinase,778211,,KO:K00844,EC:2.7.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",GPI|glucose-6-phosphate isomerase,101262594,,KO:K01810,EC:5.3.1.9
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",GPI1|glucose-6-phosphate isomerase 1,543945,,KO:K01810,EC:5.3.1.9
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","ATP-dependent 6-phosphofructokinase 4, chloroplastic isoform X1",101266704,,KO:K00850,EC:2.7.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",ATP-dependent 6-phosphofructokinase 2,101253771,,KO:K00850,EC:2.7.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","ATP-dependent 6-phosphofructokinase 5, chloroplastic-like",101245938,,KO:K00850,EC:2.7.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",ATP-dependent 6-phosphofructokinase 6-like isoform X1,101268752,,KO:K00850,EC:2.7.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","ATP-dependent 6-phosphofructokinase 5, chloroplastic",101268243,,KO:K00850,EC:2.7.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",ATP-dependent 6-phosphofructokinase 6,101245480,,KO:K00850,EC:2.7.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",ATP-dependent 6-phosphofructokinase 6-like,101259840,,KO:K00850,EC:2.7.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",ATP-dependent 6-phosphofructokinase 6 isoform X1,101268121,,KO:K00850,EC:2.7.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha,101245455,,KO:K00895,EC:2.7.1.90
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit alpha-like,101246811,,KO:K00895,EC:2.7.1.90
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta-like,101243849,,KO:K00895,EC:2.7.1.90
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",pyrophosphate--fructose 6-phosphate 1-phosphotransferase subunit beta-like,101245182,,KO:K00895,EC:2.7.1.90
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",uncharacterized protein LOC101253137,101253137,,KO:K03841,EC:3.1.3.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","fructose-1,6-bisphosphatase 1, chloroplastic",101260852,,KO:K03841,EC:3.1.3.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","fructose-1,6-bisphosphatase, cytosolic",101266629,,KO:K03841,EC:3.1.3.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","fructose-1,6-bisphosphatase, chloroplastic",101264273,,KO:K03841,EC:3.1.3.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","fructose-1,6-bisphosphatase, cytosolic",101262700,,KO:K03841,EC:3.1.3.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","SlFBA3|fructose-bisphosphate aldolase 1, chloroplastic",101250853,,KO:K01623,EC:4.1.2.13
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","SlFBA1|fructose 1,6-bisphosphate aldolase 1",101246870,,KO:K01623,EC:4.1.2.13
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",SlFBA2|fructose-bisphosphate aldolase,101249787,,KO:K01623,EC:4.1.2.13
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","fructose-bisphosphate aldolase 3, chloroplastic",101264821,,KO:K01623,EC:4.1.2.13
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","fructose-bisphosphate aldolase 1, chloroplastic-like",109118742,,KO:K01623,EC:4.1.2.13
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","SlFBA6|fructose-bisphosphate aldolase, cytoplasmic isozyme 1",101243907,,KO:K01623,EC:4.1.2.13
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","SlFBA8|fructose 1,6-bisphosphate aldolase",101262466,,KO:K01623,EC:4.1.2.13
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","SlFBA7|fructose-1,6-bisphosphate aldolase",101266063,,KO:K01623,EC:4.1.2.13
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","triosephosphate isomerase, chloroplastic",101246286,,KO:K01803,EC:5.3.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","triosephosphate isomerase, cytosolic",101260332,,KO:K01803,EC:5.3.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","triosephosphate isomerase, chloroplastic",101250846,,KO:K01803,EC:5.3.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","triosephosphate isomerase, cytosolic",101253902,,KO:K01803,EC:5.3.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","glyceraldehyde-3-phosphate dehydrogenase, cytosolic",101249641,,KO:K00134,EC:1.2.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","glyceraldehyde-3-phosphate dehydrogenase GAPCP1, chloroplastic",101256813,,KO:K00134,EC:1.2.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",GAPC2|glyceraldehyde-3-phosphate dehydrogenase,101258368,,KO:K00134,EC:1.2.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",GAPDH|glyceraldehyde 3-phosphate dehydrogenase,100736499,,KO:K00134,EC:1.2.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","glyceraldehyde-3-phosphate dehydrogenase GAPC1, cytosolic-like",101263770,,KO:K00134,EC:1.2.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","glyceraldehyde-3-phosphate dehydrogenase GAPC1, cytosolic-like",101264615,,KO:K00134,EC:1.2.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","glyceraldehyde-3-phosphate dehydrogenase, cytosolic",101255800,,KO:K00134,EC:1.2.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",phosphoglycerate kinase,101254111,,KO:K00927,EC:2.7.2.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","phosphoglycerate kinase, chloroplastic",101253805,,KO:K00927,EC:2.7.2.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","phosphoglycerate kinase, cytosolic isoform X1",101264854,,KO:K00927,EC:2.7.2.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",uncharacterized protein LOC101247124,101247124,,KO:K01834,EC:5.4.2.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",uncharacterized protein LOC101265817 isoform X4,101265817,,KO:K01834,EC:5.4.2.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","2,3-bisphosphoglycerate-independent phosphoglycerate mutase",101248497,,KO:K15633,EC:5.4.2.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",phosphoglycerate mutase-like protein 4 isoform X1,101265096,,KO:K15634,EC:5.4.2.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","enolase 1, chloroplastic",101267392,,KO:K01689,EC:4.2.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",PGH1|enolase,544068,,KO:K01689,EC:4.2.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",enolase,101247482,,KO:K01689,EC:4.2.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",cytosolic enolase 3,101262427,,KO:K01689,EC:4.2.1.11
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate kinase, cytosolic isozyme",101265671,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate kinase isozyme A, chloroplastic",101259587,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",plastidial pyruvate kinase 2,101262183,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate kinase isozyme A, chloroplastic",101261160,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate kinase, cytosolic isozyme",101250010,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate kinase 2, cytosolic",101265599,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate kinase 1, cytosolic",101248036,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate kinase 1, cytosolic-like",101256147,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",pyruvate kinase superfamily protein,101257775,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate kinase isozyme G, chloroplastic",101263236,,KO:K00873,EC:2.7.1.40
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate dehydrogenase E1 component subunit alpha, mitochondrial",101258551,,KO:K00161,EC:1.2.4.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic",101256654,,KO:K00161,EC:1.2.4.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate dehydrogenase E1 component subunit alpha-3, chloroplastic",101256355,,KO:K00161,EC:1.2.4.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate dehydrogenase E1 component subunit alpha, mitochondrial",543639,,KO:K00161,EC:1.2.4.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial",101248181,,KO:K00162,EC:1.2.4.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial-like",101254693,,KO:K00162,EC:1.2.4.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic-like isoform X1",101252977,,KO:K00162,EC:1.2.4.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate dehydrogenase E1 component subunit beta-1, mitochondrial",101266731,,KO:K00162,EC:1.2.4.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","pyruvate dehydrogenase E1 component subunit beta-3, chloroplastic-like",101268205,,KO:K00162,EC:1.2.4.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","dihydrolipoyllysine-residue acetyltransferase component 1 of pyruvate dehydrogenase complex, mitochondrial isoform X2",101257033,,KO:K00627,EC:2.3.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","dihydrolipoyllysine-residue acetyltransferase component 5 of pyruvate dehydrogenase complex, chloroplastic",101264480,,KO:K00627,EC:2.3.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","dihydrolipoyllysine-residue acetyltransferase component 4 of pyruvate dehydrogenase complex, chloroplastic",101257857,,KO:K00627,EC:2.3.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","dihydrolipoyllysine-residue acetyltransferase component 2 of pyruvate dehydrogenase complex, mitochondrial-like isoform X1",101244498,,KO:K00627,EC:2.3.1.12
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","dihydrolipoyl dehydrogenase 2, chloroplastic",101245293,,KO:K00382,EC:1.8.1.4
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","dihydrolipoyl dehydrogenase 1, chloroplastic isoform X1",101246429,,KO:K00382,EC:1.8.1.4
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","dihydrolipoyl dehydrogenase, mitochondrial",101245444,,KO:K00382,EC:1.8.1.4
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",dihydrolipoamide dehydrogenase precursor,544237,,KO:K00382,EC:1.8.1.4
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",ldh2|L-lactate dehydrogenase,101263923,,KO:K00016,EC:1.1.1.27
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",ldh1|L-lactate dehydrogenase,101252012,,KO:K00016,EC:1.1.1.27
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",pyruvate decarboxylase 1,101246495,,KO:K01568,EC:4.1.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",pyruvate decarboxylase 1-like,101247173,,KO:K01568,EC:4.1.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",pyruvate decarboxylase 1,101256911,,KO:K01568,EC:4.1.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",pyruvate decarboxylase 2 isoform X2,101254910,,KO:K01568,EC:4.1.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",alcohol dehydrogenase-like 1 isoform X3  [EC:1.1.1.1 1.1.1.284],101244075,,KO:K00121,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",adh3b|alcohol dehydrogenase  [EC:1.1.1.1 1.1.1.284],101253280,,KO:K00121,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",alcohol dehydrogenase-like 7  [EC:1.1.1.1 1.1.1.284],101251366,,KO:K00121,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",alcohol dehydrogenase-like 1  [EC:1.1.1.1 1.1.1.284],101244369,,KO:K00121,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",alcohol dehydrogenase class-3 isoform X2  [EC:1.1.1.1 1.1.1.284],101246511,,KO:K00121,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",adh3a|alcohol dehydrogenase  [EC:1.1.1.1 1.1.1.284],101252984,,KO:K00121,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",ADH3|alcohol dehydrogenase class III  [EC:1.1.1.1 1.1.1.284],100750249,,KO:K00121,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",ADH2|alcohol dehydrogenase 2,544074,,KO:K18857,EC:1.1.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",alcohol dehydrogenase 1,101261114,,KO:K18857,EC:1.1.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",alcohol dehydrogenase-like 6,101249371,,KO:K00001,EC:1.1.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",alcohol dehydrogenase-like 4,101260960,,KO:K00001,EC:1.1.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldose reductase,101267438,,KO:K00002,EC:1.1.1.2
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldo-keto reductase 4B-like,101256514,,KO:K00002,EC:1.1.1.2
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldo-keto reductase family 4 member C8,101251566,,KO:K00002,EC:1.1.1.2
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldehyde dehydrogenase family 3 member F1,104645747,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",glutaredoxin-C3,101247085,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",SlALDH2B7a|aldehyde dehydrogenase family 2 member B7a,101250104,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",SlALD3H1|aldehyde dehydrogenase family 3 member H1,101262822,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",SlADH3F1a|aldehyde dehydrogenase family 3 member F1,101267634,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","aldehyde dehydrogenase family 2 member B7, mitochondrial",101250474,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",SlADH2B7d|aldehyde dehydrogenase family 2 member B7d,101254485,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","aldehyde dehydrogenase family 2 member B7, mitochondrial-like",101257095,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldehyde dehydrogenase family 3 member F1-like,112940646,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldehyde dehydrogenase family 3 member F1-like,112940648,,KO:K00128,EC:1.2.1.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldehyde dehydrogenase family 7 member B4  [EC:1.2.1.3 1.2.1.8 1.2.1.31],101252968,,KO:K14085,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal-like isoform X1",101256234,,KO:K01895,EC:6.2.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","acetyl-coenzyme A synthetase, chloroplastic/glyoxysomal-like",101264442,,KO:K01895,EC:6.2.1.1
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","acetate/butyrate--CoA ligase AAE7, peroxisomal  [EC:6.2.1.2 6.2.1.1]",101265715,,KO:K01913,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","acetate/butyrate--CoA ligase AAE7, peroxisomal  [EC:6.2.1.2 6.2.1.1]",101259973,,KO:K01913,
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldose 1-epimerase-like,109119603,,KO:K01785,EC:5.1.3.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldose 1-epimerase,101257126,,KO:K01785,EC:5.1.3.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldose 1-epimerase-like isoform X1,101256341,,KO:K01785,EC:5.1.3.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldose 1-epimerase,101253766,,KO:K01785,EC:5.1.3.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",aldose 1-epimerase,101249166,,KO:K01785,EC:5.1.3.3
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","phosphoglucomutase, chloroplastic",101267287,,KO:K01835,EC:5.4.2.2
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
","phosphoglucomutase, cytoplasmic",101267885,,KO:K01835,EC:5.4.2.2
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",putative glucose-6-phosphate 1-epimerase,101249960,,KO:K01792,EC:5.1.3.15
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",putative glucose-6-phosphate 1-epimerase isoform X1,101255458,,KO:K01792,EC:5.1.3.15
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",putative glucose-6-phosphate 1-epimerase,101263563,,KO:K01792,EC:5.1.3.15
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",putative glucose-6-phosphate 1-epimerase,101248431,,KO:K01792,EC:5.1.3.15
sly,ko00010,"path:sly00010	Glycolysis / Gluconeogenesis - Solanum lycopersicum (tomato)
",putative glucose-6-phosphate 1-epimerase,101265043,,KO:K01792,EC:5.1.3.15
